owner_first_name,owner_family_name,owner_profession,tenant_name,building_functions,rent_price,parish,building_functions_count,longitude,latitude
chiara,pisani,tutrice,paron marco pasin,magazzeno,18,san giovanni elmosinario,1,12.334766700880367,45.43926526588857
piero,pisani,procurator,giuseppe rizzi,bottega,55,san giovanni elmosinario,1,12.33508043925112,45.438570925903015
piero,pisani,procurator,gaetano fontana,bottega,60,san giovanni elmosinario,1,12.335108148454166,45.43855143753163
marc'antonio,giustinian,procurator,zambattista casotto,bottega,40,san giovanni elmosinario,1,12.334922615542329,45.43860878581704
nicolo,foscarini,procurator,domenico ruberti,volta,6,san giovanni elmosinario,1,12.335204077897334,45.43829038839146
zamaria,canal,procurator,francesco zini,volta,20,san giovanni elmosinario,1,12.33468920153971,45.43872185344265
ignacio,bianchini,dottor,simon zanata,casa,66,san giovanni elmosinario,1,12.334102332366848,45.43834241228581
zaccaria,canal,procurator,scola de travasadori da vin,scuola,50,san giovanni elmosinario,1,12.334814433177774,45.437815882924
girolamo,venier,procurator,francesco milesi,casa,22,san giovanni elmosinario,1,12.334659398632557,45.437917527112496
zuanne,gradenigo,procurator,francesco luciani,bottega,32,san mattio,1,12.333928513779467,45.43970110185579
nicolo,foscarini,procurator,chiara raniboldi,casa,46,san toma,1,12.328071183925983,45.436381532522205
nicolo,foscarini,procurator,massimo cordini,casa,50,san toma,1,12.327902289067554,45.43646219793655
giovanni maria,penso,fabro,pietro ferreton,casa,27,san toma,1,12.327114573036614,45.436261769919184
zuanne,emo,procurator,domenico bordon,casa,36,sant'agostin,1,12.32974933201125,45.43849522337538
zuanne,emo,procurator,giovanni maria cavapari,"bottega, casa",20,sant'agostin,2,12.329668043000474,45.43854586377773
antonio,zorzi,procuratore,giuseppe gasperini,casa,14,sant'aponal,1,12.332464096872824,45.43856933893118
